30 20
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
5 3 7
6 3 1
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 5
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
4 6 0
4 6 0
4 6 0
3 6 0
3 6 0
3 6 0
2 6 0
2 6 0
2 6 0
1 6 0
1 6 0
1 6 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
5 3 0
5 3 0
4 1 0
4 1 0
4 1 0
3 1 0
3 1 0
3 1 0
2 1 0
2 1 0
2 1 0
1 1 0
1 1 0
0 1 4
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
5 3 3
5 3 0
4 1 4
4 1 0
4 1 0
3 1 4
3 1 0
3 1 0
2 1 0
2 1 0
2 1 0
1 1 4
1 1 0
1 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
5 3 0
5 3 0
4 1 0
4 1 0
4 1 0
3 1 0
3 1 0
3 1 0
2 1 0
2 1 0
2 1 0
1 1 0
1 1 0
0 1 4
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
5 3 3
5 3 0
4 6 1
4 6 1
4 6 1
3 6 1
3 6 1
3 6 1
2 6 1
2 6 1
2 6 1
1 6 1
1 6 1
1 6 1
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
0 1 0
5 3 5
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
6 3 3
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
5 3 1
6 3 2
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 6
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
6 3 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 6
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
6 3 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 6
0 0 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
6 3 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 6
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
6 3 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 0
5 3 6
0 0 4
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5 3 3
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
5 3 2
6 3 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
0 0 11
